target_country,shock_id,comparison_type,target_profile,other_profile,other_countries,dimension,target_level,other_level,target_minus_other,dimension_relation
ITA,2007,target_vs_dominated,1-3-2-1-2,1-2-2-1-1,PRT,Debt capacity,1,1,0,equal
ITA,2007,target_vs_dominated,1-3-2-1-2,1-2-2-1-1,PRT,Employment strength,3,2,1,target_stronger
ITA,2007,target_vs_dominated,1-3-2-1-2,1-2-2-1-1,PRT,R&D intensity,2,2,0,equal
ITA,2007,target_vs_dominated,1-3-2-1-2,1-2-2-1-1,PRT,Human capital,1,1,0,equal
ITA,2007,target_vs_dominated,1-3-2-1-2,1-2-2-1-1,PRT,Energy security,2,1,1,target_stronger
USA,2007,target_vs_incomparable,2-4-5-5-4,4-5-5-4-5,DNK,Debt capacity,2,4,-2,target_weaker
USA,2007,target_vs_incomparable,2-4-5-5-4,4-5-5-4-5,DNK,Employment strength,4,5,-1,target_weaker
USA,2007,target_vs_incomparable,2-4-5-5-4,4-5-5-4-5,DNK,R&D intensity,5,5,0,equal
USA,2007,target_vs_incomparable,2-4-5-5-4,4-5-5-4-5,DNK,Human capital,5,4,1,target_stronger
USA,2007,target_vs_incomparable,2-4-5-5-4,4-5-5-4-5,DNK,Energy security,4,5,-1,target_weaker
USA,2007,target_vs_incomparable,2-4-5-5-4,5-5-2-5-5,EST,Debt capacity,2,5,-3,target_weaker
USA,2007,target_vs_incomparable,2-4-5-5-4,5-5-2-5-5,EST,Employment strength,4,5,-1,target_weaker
USA,2007,target_vs_incomparable,2-4-5-5-4,5-5-2-5-5,EST,R&D intensity,5,2,3,target_stronger
USA,2007,target_vs_incomparable,2-4-5-5-4,5-5-2-5-5,EST,Human capital,5,5,0,equal
USA,2007,target_vs_incomparable,2-4-5-5-4,5-5-2-5-5,EST,Energy security,4,5,-1,target_weaker
USA,2007,target_vs_incomparable,2-4-5-5-4,3-3-4-5-5,CAN,Debt capacity,2,3,-1,target_weaker
USA,2007,target_vs_incomparable,2-4-5-5-4,3-3-4-5-5,CAN,Employment strength,4,3,1,target_stronger
USA,2007,target_vs_incomparable,2-4-5-5-4,3-3-4-5-5,CAN,R&D intensity,5,4,1,target_stronger
USA,2007,target_vs_incomparable,2-4-5-5-4,3-3-4-5-5,CAN,Human capital,5,5,0,equal
USA,2007,target_vs_incomparable,2-4-5-5-4,3-3-4-5-5,CAN,Energy security,4,5,-1,target_weaker
USA,2007,target_vs_incomparable,2-4-5-5-4,3-5-4-4-4,NLD,Debt capacity,2,3,-1,target_weaker
USA,2007,target_vs_incomparable,2-4-5-5-4,3-5-4-4-4,NLD,Employment strength,4,5,-1,target_weaker
USA,2007,target_vs_incomparable,2-4-5-5-4,3-5-4-4-4,NLD,R&D intensity,5,4,1,target_stronger
USA,2007,target_vs_incomparable,2-4-5-5-4,3-5-4-4-4,NLD,Human capital,5,4,1,target_stronger
USA,2007,target_vs_incomparable,2-4-5-5-4,3-5-4-4-4,NLD,Energy security,4,4,0,equal
USA,2007,target_vs_incomparable,2-4-5-5-4,3-3-5-4-4,SWE,Debt capacity,2,3,-1,target_weaker
USA,2007,target_vs_incomparable,2-4-5-5-4,3-3-5-4-4,SWE,Employment strength,4,3,1,target_stronger
USA,2007,target_vs_incomparable,2-4-5-5-4,3-3-5-4-4,SWE,R&D intensity,5,5,0,equal
USA,2007,target_vs_incomparable,2-4-5-5-4,3-3-5-4-4,SWE,Human capital,5,4,1,target_stronger
USA,2007,target_vs_incomparable,2-4-5-5-4,3-3-5-4-4,SWE,Energy security,4,4,0,equal
USA,2007,target_vs_incomparable,2-4-5-5-4,1-4-3-5-5,GBR,Debt capacity,2,1,1,target_stronger
USA,2007,target_vs_incomparable,2-4-5-5-4,1-4-3-5-5,GBR,Employment strength,4,4,0,equal
USA,2007,target_vs_incomparable,2-4-5-5-4,1-4-3-5-5,GBR,R&D intensity,5,3,2,target_stronger
USA,2007,target_vs_incomparable,2-4-5-5-4,1-4-3-5-5,GBR,Human capital,5,5,0,equal
USA,2007,target_vs_incomparable,2-4-5-5-4,1-4-3-5-5,GBR,Energy security,4,5,-1,target_weaker
USA,2007,target_vs_incomparable,2-4-5-5-4,3-2-5-5-3,FIN,Debt capacity,2,3,-1,target_weaker
USA,2007,target_vs_incomparable,2-4-5-5-4,3-2-5-5-3,FIN,Employment strength,4,2,2,target_stronger
USA,2007,target_vs_incomparable,2-4-5-5-4,3-2-5-5-3,FIN,R&D intensity,5,5,0,equal
USA,2007,target_vs_incomparable,2-4-5-5-4,3-2-5-5-3,FIN,Human capital,5,5,0,equal
USA,2007,target_vs_incomparable,2-4-5-5-4,3-2-5-5-3,FIN,Energy security,4,3,1,target_stronger
USA,2007,target_vs_incomparable,2-4-5-5-4,5-4-3-2-4,SVN,Debt capacity,2,5,-3,target_weaker
USA,2007,target_vs_incomparable,2-4-5-5-4,5-4-3-2-4,SVN,Employment strength,4,4,0,equal
USA,2007,target_vs_incomparable,2-4-5-5-4,5-4-3-2-4,SVN,R&D intensity,5,3,2,target_stronger
USA,2007,target_vs_incomparable,2-4-5-5-4,5-4-3-2-4,SVN,Human capital,5,2,3,target_stronger
USA,2007,target_vs_incomparable,2-4-5-5-4,5-4-3-2-4,SVN,Energy security,4,4,0,equal
USA,2007,target_vs_incomparable,2-4-5-5-4,5-5-1-3-3,LTU,Debt capacity,2,5,-3,target_weaker
USA,2007,target_vs_incomparable,2-4-5-5-4,5-5-1-3-3,LTU,Employment strength,4,5,-1,target_weaker
USA,2007,target_vs_incomparable,2-4-5-5-4,5-5-1-3-3,LTU,R&D intensity,5,1,4,target_stronger
USA,2007,target_vs_incomparable,2-4-5-5-4,5-5-1-3-3,LTU,Human capital,5,3,2,target_stronger
USA,2007,target_vs_incomparable,2-4-5-5-4,5-5-1-3-3,LTU,Energy security,4,3,1,target_stronger
USA,2007,target_vs_incomparable,2-4-5-5-4,5-5-3-3-1,LUX,Debt capacity,2,5,-3,target_weaker
USA,2007,target_vs_incomparable,2-4-5-5-4,5-5-3-3-1,LUX,Employment strength,4,5,-1,target_weaker
USA,2007,target_vs_incomparable,2-4-5-5-4,5-5-3-3-1,LUX,R&D intensity,5,3,2,target_stronger
USA,2007,target_vs_incomparable,2-4-5-5-4,5-5-3-3-1,LUX,Human capital,5,3,2,target_stronger
USA,2007,target_vs_incomparable,2-4-5-5-4,5-5-3-3-1,LUX,Energy security,4,1,3,target_stronger
USA,2007,target_vs_dominated,2-4-5-5-4,2-4-5-3-2,AUT,Debt capacity,2,2,0,equal
USA,2007,target_vs_dominated,2-4-5-5-4,2-4-5-3-2,AUT,Employment strength,4,4,0,equal
USA,2007,target_vs_dominated,2-4-5-5-4,2-4-5-3-2,AUT,R&D intensity,5,5,0,equal
USA,2007,target_vs_dominated,2-4-5-5-4,2-4-5-3-2,AUT,Human capital,5,3,2,target_stronger
USA,2007,target_vs_dominated,2-4-5-5-4,2-4-5-3-2,AUT,Energy security,4,2,2,target_stronger
USA,2007,target_vs_incomparable,2-4-5-5-4,4-3-3-1-5,CZE,Debt capacity,2,4,-2,target_weaker
USA,2007,target_vs_incomparable,2-4-5-5-4,4-3-3-1-5,CZE,Employment strength,4,3,1,target_stronger
USA,2007,target_vs_incomparable,2-4-5-5-4,4-3-3-1-5,CZE,R&D intensity,5,3,2,target_stronger
USA,2007,target_vs_incomparable,2-4-5-5-4,4-3-3-1-5,CZE,Human capital,5,1,4,target_stronger
USA,2007,target_vs_incomparable,2-4-5-5-4,4-3-3-1-5,CZE,Energy security,4,5,-1,target_weaker
USA,2007,target_vs_incomparable,2-4-5-5-4,4-4-2-4-1,IRL,Debt capacity,2,4,-2,target_weaker
USA,2007,target_vs_incomparable,2-4-5-5-4,4-4-2-4-1,IRL,Employment strength,4,4,0,equal
USA,2007,target_vs_incomparable,2-4-5-5-4,4-4-2-4-1,IRL,R&D intensity,5,2,3,target_stronger
USA,2007,target_vs_incomparable,2-4-5-5-4,4-4-2-4-1,IRL,Human capital,5,4,1,target_stronger
USA,2007,target_vs_incomparable,2-4-5-5-4,4-4-2-4-1,IRL,Energy security,4,1,3,target_stronger
USA,2007,target_vs_dominated,2-4-5-5-4,2-2-4-3-3,FRA,Debt capacity,2,2,0,equal
USA,2007,target_vs_dominated,2-4-5-5-4,2-2-4-3-3,FRA,Employment strength,4,2,2,target_stronger
USA,2007,target_vs_dominated,2-4-5-5-4,2-2-4-3-3,FRA,R&D intensity,5,4,1,target_stronger
USA,2007,target_vs_dominated,2-4-5-5-4,2-2-4-3-3,FRA,Human capital,5,3,2,target_stronger
USA,2007,target_vs_dominated,2-4-5-5-4,2-2-4-3-3,FRA,Energy security,4,3,1,target_stronger
USA,2007,target_vs_incomparable,2-4-5-5-4,5-3-1-2-2,LVA,Debt capacity,2,5,-3,target_weaker
USA,2007,target_vs_incomparable,2-4-5-5-4,5-3-1-2-2,LVA,Employment strength,4,3,1,target_stronger
USA,2007,target_vs_incomparable,2-4-5-5-4,5-3-1-2-2,LVA,R&D intensity,5,1,4,target_stronger
USA,2007,target_vs_incomparable,2-4-5-5-4,5-3-1-2-2,LVA,Human capital,5,2,3,target_stronger
USA,2007,target_vs_incomparable,2-4-5-5-4,5-3-1-2-2,LVA,Energy security,4,2,2,target_stronger
USA,2007,target_vs_dominated,2-4-5-5-4,1-2-4-4-1,BEL,Debt capacity,2,1,1,target_stronger
USA,2007,target_vs_dominated,2-4-5-5-4,1-2-4-4-1,BEL,Employment strength,4,2,2,target_stronger
USA,2007,target_vs_dominated,2-4-5-5-4,1-2-4-4-1,BEL,R&D intensity,5,4,1,target_stronger
USA,2007,target_vs_dominated,2-4-5-5-4,1-2-4-4-1,BEL,Human capital,5,4,1,target_stronger
USA,2007,target_vs_dominated,2-4-5-5-4,1-2-4-4-1,BEL,Energy security,4,1,3,target_stronger
USA,2007,target_vs_dominated,2-4-5-5-4,2-1-4-2-3,DEU,Debt capacity,2,2,0,equal
USA,2007,target_vs_dominated,2-4-5-5-4,2-1-4-2-3,DEU,Employment strength,4,1,3,target_stronger
USA,2007,target_vs_dominated,2-4-5-5-4,2-1-4-2-3,DEU,R&D intensity,5,4,1,target_stronger
USA,2007,target_vs_dominated,2-4-5-5-4,2-1-4-2-3,DEU,Human capital,5,2,3,target_stronger
USA,2007,target_vs_dominated,2-4-5-5-4,2-1-4-2-3,DEU,Energy security,4,3,1,target_stronger
USA,2007,target_vs_incomparable,2-4-5-5-4,4-1-3-3-1,ESP,Debt capacity,2,4,-2,target_weaker
USA,2007,target_vs_incomparable,2-4-5-5-4,4-1-3-3-1,ESP,Employment strength,4,1,3,target_stronger
USA,2007,target_vs_incomparable,2-4-5-5-4,4-1-3-3-1,ESP,R&D intensity,5,3,2,target_stronger
USA,2007,target_vs_incomparable,2-4-5-5-4,4-1-3-3-1,ESP,Human capital,5,3,2,target_stronger
USA,2007,target_vs_incomparable,2-4-5-5-4,4-1-3-3-1,ESP,Energy security,4,1,3,target_stronger
USA,2007,target_vs_incomparable,2-4-5-5-4,3-1-1-2-4,POL,Debt capacity,2,3,-1,target_weaker
USA,2007,target_vs_incomparable,2-4-5-5-4,3-1-1-2-4,POL,Employment strength,4,1,3,target_stronger
USA,2007,target_vs_incomparable,2-4-5-5-4,3-1-1-2-4,POL,R&D intensity,5,1,4,target_stronger
USA,2007,target_vs_incomparable,2-4-5-5-4,3-1-1-2-4,POL,Human capital,5,2,3,target_stronger
USA,2007,target_vs_incomparable,2-4-5-5-4,3-1-1-2-4,POL,Energy security,4,4,0,equal
USA,2007,target_vs_dominated,2-4-5-5-4,2-2-2-1-3,HUN,Debt capacity,2,2,0,equal
USA,2007,target_vs_dominated,2-4-5-5-4,2-2-2-1-3,HUN,Employment strength,4,2,2,target_stronger
USA,2007,target_vs_dominated,2-4-5-5-4,2-2-2-1-3,HUN,R&D intensity,5,2,3,target_stronger
USA,2007,target_vs_dominated,2-4-5-5-4,2-2-2-1-3,HUN,Human capital,5,1,4,target_stronger
USA,2007,target_vs_dominated,2-4-5-5-4,2-2-2-1-3,HUN,Energy security,4,3,1,target_stronger
USA,2007,target_vs_dominated,2-4-5-5-4,1-3-2-1-2,ITA,Debt capacity,2,1,1,target_stronger
USA,2007,target_vs_dominated,2-4-5-5-4,1-3-2-1-2,ITA,Employment strength,4,3,1,target_stronger
USA,2007,target_vs_dominated,2-4-5-5-4,1-3-2-1-2,ITA,R&D intensity,5,2,3,target_stronger
USA,2007,target_vs_dominated,2-4-5-5-4,1-3-2-1-2,ITA,Human capital,5,1,4,target_stronger
USA,2007,target_vs_dominated,2-4-5-5-4,1-3-2-1-2,ITA,Energy security,4,2,2,target_stronger
USA,2007,target_vs_incomparable,2-4-5-5-4,4-1-1-1-2,SVK,Debt capacity,2,4,-2,target_weaker
USA,2007,target_vs_incomparable,2-4-5-5-4,4-1-1-1-2,SVK,Employment strength,4,1,3,target_stronger
USA,2007,target_vs_incomparable,2-4-5-5-4,4-1-1-1-2,SVK,R&D intensity,5,1,4,target_stronger
USA,2007,target_vs_incomparable,2-4-5-5-4,4-1-1-1-2,SVK,Human capital,5,1,4,target_stronger
USA,2007,target_vs_incomparable,2-4-5-5-4,4-1-1-1-2,SVK,Energy security,4,2,2,target_stronger
USA,2007,target_vs_dominated,2-4-5-5-4,1-1-1-2-2,GRC,Debt capacity,2,1,1,target_stronger
USA,2007,target_vs_dominated,2-4-5-5-4,1-1-1-2-2,GRC,Employment strength,4,1,3,target_stronger
USA,2007,target_vs_dominated,2-4-5-5-4,1-1-1-2-2,GRC,R&D intensity,5,1,4,target_stronger
USA,2007,target_vs_dominated,2-4-5-5-4,1-1-1-2-2,GRC,Human capital,5,2,3,target_stronger
USA,2007,target_vs_dominated,2-4-5-5-4,1-1-1-2-2,GRC,Energy security,4,2,2,target_stronger
USA,2007,target_vs_dominated,2-4-5-5-4,1-2-2-1-1,PRT,Debt capacity,2,1,1,target_stronger
USA,2007,target_vs_dominated,2-4-5-5-4,1-2-2-1-1,PRT,Employment strength,4,2,2,target_stronger
USA,2007,target_vs_dominated,2-4-5-5-4,1-2-2-1-1,PRT,R&D intensity,5,2,3,target_stronger
USA,2007,target_vs_dominated,2-4-5-5-4,1-2-2-1-1,PRT,Human capital,5,1,4,target_stronger
USA,2007,target_vs_dominated,2-4-5-5-4,1-2-2-1-1,PRT,Energy security,4,1,3,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,1-5-5-5-5,USA,Debt capacity,3,1,2,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,1-5-5-5-5,USA,Employment strength,3,5,-2,target_weaker
CAN,2019,target_vs_incomparable,3-3-3-5-5,1-5-5-5-5,USA,R&D intensity,3,5,-2,target_weaker
CAN,2019,target_vs_incomparable,3-3-3-5-5,1-5-5-5-5,USA,Human capital,5,5,0,equal
CAN,2019,target_vs_incomparable,3-3-3-5-5,1-5-5-5-5,USA,Energy security,5,5,0,equal
CAN,2019,target_vs_incomparable,3-3-3-5-5,5-4-3-4-5,EST,Debt capacity,3,5,-2,target_weaker
CAN,2019,target_vs_incomparable,3-3-3-5-5,5-4-3-4-5,EST,Employment strength,3,4,-1,target_weaker
CAN,2019,target_vs_incomparable,3-3-3-5-5,5-4-3-4-5,EST,R&D intensity,3,3,0,equal
CAN,2019,target_vs_incomparable,3-3-3-5-5,5-4-3-4-5,EST,Human capital,5,4,1,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,5-4-3-4-5,EST,Energy security,5,5,0,equal
CAN,2019,target_vs_incomparable,3-3-3-5-5,5-4-5-4-3,CHE,Debt capacity,3,5,-2,target_weaker
CAN,2019,target_vs_incomparable,3-3-3-5-5,5-4-5-4-3,CHE,Employment strength,3,4,-1,target_weaker
CAN,2019,target_vs_incomparable,3-3-3-5-5,5-4-5-4-3,CHE,R&D intensity,3,5,-2,target_weaker
CAN,2019,target_vs_incomparable,3-3-3-5-5,5-4-5-4-3,CHE,Human capital,5,4,1,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,5-4-5-4-3,CHE,Energy security,5,3,2,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,4-5-5-5-1,KOR,Debt capacity,3,4,-1,target_weaker
CAN,2019,target_vs_incomparable,3-3-3-5-5,4-5-5-5-1,KOR,Employment strength,3,5,-2,target_weaker
CAN,2019,target_vs_incomparable,3-3-3-5-5,4-5-5-5-1,KOR,R&D intensity,3,5,-2,target_weaker
CAN,2019,target_vs_incomparable,3-3-3-5-5,4-5-5-5-1,KOR,Human capital,5,5,0,equal
CAN,2019,target_vs_incomparable,3-3-3-5-5,4-5-5-5-1,KOR,Energy security,5,1,4,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,1-5-4-5-4,GBR,Debt capacity,3,1,2,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,1-5-4-5-4,GBR,Employment strength,3,5,-2,target_weaker
CAN,2019,target_vs_incomparable,3-3-3-5-5,1-5-4-5-4,GBR,R&D intensity,3,4,-1,target_weaker
CAN,2019,target_vs_incomparable,3-3-3-5-5,1-5-4-5-4,GBR,Human capital,5,5,0,equal
CAN,2019,target_vs_incomparable,3-3-3-5-5,1-5-4-5-4,GBR,Energy security,5,4,1,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,4-2-5-4-4,SWE,Debt capacity,3,4,-1,target_weaker
CAN,2019,target_vs_incomparable,3-3-3-5-5,4-2-5-4-4,SWE,Employment strength,3,2,1,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,4-2-5-4-4,SWE,R&D intensity,3,5,-2,target_weaker
CAN,2019,target_vs_incomparable,3-3-3-5-5,4-2-5-4-4,SWE,Human capital,5,4,1,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,4-2-5-4-4,SWE,Energy security,5,4,1,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,5-4-3-3-4,NZL,Debt capacity,3,5,-2,target_weaker
CAN,2019,target_vs_incomparable,3-3-3-5-5,5-4-3-3-4,NZL,Employment strength,3,4,-1,target_weaker
CAN,2019,target_vs_incomparable,3-3-3-5-5,5-4-3-3-4,NZL,R&D intensity,3,3,0,equal
CAN,2019,target_vs_incomparable,3-3-3-5-5,5-4-3-3-4,NZL,Human capital,5,3,2,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,5-4-3-3-4,NZL,Energy security,5,4,1,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,5-5-4-1-4,CZE,Debt capacity,3,5,-2,target_weaker
CAN,2019,target_vs_incomparable,3-3-3-5-5,5-5-4-1-4,CZE,Employment strength,3,5,-2,target_weaker
CAN,2019,target_vs_incomparable,3-3-3-5-5,5-5-4-1-4,CZE,R&D intensity,3,4,-1,target_weaker
CAN,2019,target_vs_incomparable,3-3-3-5-5,5-5-4-1-4,CZE,Human capital,5,1,4,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,5-5-4-1-4,CZE,Energy security,5,4,1,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,4-3-4-3-4,DNK,Debt capacity,3,4,-1,target_weaker
CAN,2019,target_vs_incomparable,3-3-3-5-5,4-3-4-3-4,DNK,Employment strength,3,3,0,equal
CAN,2019,target_vs_incomparable,3-3-3-5-5,4-3-4-3-4,DNK,R&D intensity,3,4,-1,target_weaker
CAN,2019,target_vs_incomparable,3-3-3-5-5,4-3-4-3-4,DNK,Human capital,5,3,2,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,4-3-4-3-4,DNK,Energy security,5,4,1,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,3-4-4-4-2,NLD,Debt capacity,3,3,0,equal
CAN,2019,target_vs_incomparable,3-3-3-5-5,3-4-4-4-2,NLD,Employment strength,3,4,-1,target_weaker
CAN,2019,target_vs_incomparable,3-3-3-5-5,3-4-4-4-2,NLD,R&D intensity,3,4,-1,target_weaker
CAN,2019,target_vs_incomparable,3-3-3-5-5,3-4-4-4-2,NLD,Human capital,5,4,1,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,3-4-4-4-2,NLD,Energy security,5,2,3,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,3-5-5-2-2,DEU,Debt capacity,3,3,0,equal
CAN,2019,target_vs_incomparable,3-3-3-5-5,3-5-5-2-2,DEU,Employment strength,3,5,-2,target_weaker
CAN,2019,target_vs_incomparable,3-3-3-5-5,3-5-5-2-2,DEU,R&D intensity,3,5,-2,target_weaker
CAN,2019,target_vs_incomparable,3-3-3-5-5,3-5-5-2-2,DEU,Human capital,5,2,3,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,3-5-5-2-2,DEU,Energy security,5,2,3,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,2-2-4-4-4,FIN,Debt capacity,3,2,1,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,2-2-4-4-4,FIN,Employment strength,3,2,1,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,2-2-4-4-4,FIN,R&D intensity,3,4,-1,target_weaker
CAN,2019,target_vs_incomparable,3-3-3-5-5,2-2-4-4-4,FIN,Human capital,5,4,1,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,2-2-4-4-4,FIN,Energy security,5,4,1,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,3-4-2-5-2,IRL,Debt capacity,3,3,0,equal
CAN,2019,target_vs_incomparable,3-3-3-5-5,3-4-2-5-2,IRL,Employment strength,3,4,-1,target_weaker
CAN,2019,target_vs_incomparable,3-3-3-5-5,3-4-2-5-2,IRL,R&D intensity,3,2,1,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,3-4-2-5-2,IRL,Human capital,5,5,0,equal
CAN,2019,target_vs_incomparable,3-3-3-5-5,3-4-2-5-2,IRL,Energy security,5,2,3,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,4-5-2-2-3,POL,Debt capacity,3,4,-1,target_weaker
CAN,2019,target_vs_incomparable,3-3-3-5-5,4-5-2-2-3,POL,Employment strength,3,5,-2,target_weaker
CAN,2019,target_vs_incomparable,3-3-3-5-5,4-5-2-2-3,POL,R&D intensity,3,2,1,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,4-5-2-2-3,POL,Human capital,5,2,3,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,4-5-2-2-3,POL,Energy security,5,3,2,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,5-3-2-5-1,LUX,Debt capacity,3,5,-2,target_weaker
CAN,2019,target_vs_incomparable,3-3-3-5-5,5-3-2-5-1,LUX,Employment strength,3,3,0,equal
CAN,2019,target_vs_incomparable,3-3-3-5-5,5-3-2-5-1,LUX,R&D intensity,3,2,1,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,5-3-2-5-1,LUX,Human capital,5,5,0,equal
CAN,2019,target_vs_incomparable,3-3-3-5-5,5-3-2-5-1,LUX,Energy security,5,1,4,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,5-4-1-2-4,BGR,Debt capacity,3,5,-2,target_weaker
CAN,2019,target_vs_incomparable,3-3-3-5-5,5-4-1-2-4,BGR,Employment strength,3,4,-1,target_weaker
CAN,2019,target_vs_incomparable,3-3-3-5-5,5-4-1-2-4,BGR,R&D intensity,3,1,2,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,5-4-1-2-4,BGR,Human capital,5,2,3,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,5-4-1-2-4,BGR,Energy security,5,4,1,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,2-3-4-3-3,SVN,Debt capacity,3,2,1,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,2-3-4-3-3,SVN,Employment strength,3,3,0,equal
CAN,2019,target_vs_incomparable,3-3-3-5-5,2-3-4-3-3,SVN,R&D intensity,3,4,-1,target_weaker
CAN,2019,target_vs_incomparable,3-3-3-5-5,2-3-4-3-3,SVN,Human capital,5,3,2,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,2-3-4-3-3,SVN,Energy security,5,3,2,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,2-3-5-3-2,AUT,Debt capacity,3,2,1,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,2-3-5-3-2,AUT,Employment strength,3,3,0,equal
CAN,2019,target_vs_incomparable,3-3-3-5-5,2-3-5-3-2,AUT,R&D intensity,3,5,-2,target_weaker
CAN,2019,target_vs_incomparable,3-3-3-5-5,2-3-5-3-2,AUT,Human capital,5,3,2,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,2-3-5-3-2,AUT,Energy security,5,2,3,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,4-4-1-1-5,ROU,Debt capacity,3,4,-1,target_weaker
CAN,2019,target_vs_incomparable,3-3-3-5-5,4-4-1-1-5,ROU,Employment strength,3,4,-1,target_weaker
CAN,2019,target_vs_incomparable,3-3-3-5-5,4-4-1-1-5,ROU,R&D intensity,3,1,2,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,4-4-1-1-5,ROU,Human capital,5,1,4,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,4-4-1-1-5,ROU,Energy security,5,5,0,equal
CAN,2019,target_vs_incomparable,3-3-3-5-5,1-3-5-4-1,BEL,Debt capacity,3,1,2,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,1-3-5-4-1,BEL,Employment strength,3,3,0,equal
CAN,2019,target_vs_incomparable,3-3-3-5-5,1-3-5-4-1,BEL,R&D intensity,3,5,-2,target_weaker
CAN,2019,target_vs_incomparable,3-3-3-5-5,1-3-5-4-1,BEL,Human capital,5,4,1,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,1-3-5-4-1,BEL,Energy security,5,1,4,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,2-5-3-2-2,HUN,Debt capacity,3,2,1,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,2-5-3-2-2,HUN,Employment strength,3,5,-2,target_weaker
CAN,2019,target_vs_incomparable,3-3-3-5-5,2-5-3-2-2,HUN,R&D intensity,3,3,0,equal
CAN,2019,target_vs_incomparable,3-3-3-5-5,2-5-3-2-2,HUN,Human capital,5,2,3,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,2-5-3-2-2,HUN,Energy security,5,2,3,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,4-2-1-3-3,LVA,Debt capacity,3,4,-1,target_weaker
CAN,2019,target_vs_incomparable,3-3-3-5-5,4-2-1-3-3,LVA,Employment strength,3,2,1,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,4-2-1-3-3,LVA,R&D intensity,3,1,2,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,4-2-1-3-3,LVA,Human capital,5,3,2,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,4-2-1-3-3,LVA,Energy security,5,3,2,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,4-2-1-4-2,LTU,Debt capacity,3,4,-1,target_weaker
CAN,2019,target_vs_incomparable,3-3-3-5-5,4-2-1-4-2,LTU,Employment strength,3,2,1,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,4-2-1-4-2,LTU,R&D intensity,3,1,2,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,4-2-1-4-2,LTU,Human capital,5,4,1,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,4-2-1-4-2,LTU,Energy security,5,2,3,target_stronger
