Country,Year,energy_import_dependency_raw,gdp_growth,inflation_cpi,productivity_gdp_per_hour,public_debt_gdp_canonical,public_debt_gdp_eurostat,public_debt_gdp_worldbank,rd_gdp,tertiary_education_25_64,unemployment_rate,Recovery_2007,Recovery_2019,Recovery_2007_status,Recovery_2019_status,wgi_va_score,wgi_pv_score,wgi_ge_score,wgi_rq_score,wgi_rl_score,wgi_cc_score,wgi_six_dimension_mean_score,wgi_six_dimension_available_count,governance_context_score_0_100,governance_context_role,shock_id,shock_label,baseline_year,poset_temporal_design,final5_raw_variables_available,complete_case_final5_raw,gdp_growth_volatility_sd,gdp_growth_stability_score_0_100,years_available,window_start,window_end,sufficient_window_coverage,volatility_feature_role,debt_capacity_score_0_100,employment_strength_score_0_100,rd_intensity_score_0_100,human_capital_tertiary_score_0_100,energy_security_score_0_100,final5_score_variables_available,complete_case_final5_scores
SVN,2007,51.2447668759392,7.13923237939151,3.657496,49.1467104122818,22.9,22.9,,1.432610982,22.227602,4.818,8.0,1.0,recovered,recovered,1.0606952,1.1909245,0.7581241,0.9051826,0.8642422,0.9858268,0.9608325666666664,6.0,74.60085269365099,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,5,True,1.575543518869312,60.03000486442276,6.0,2002.0,2007.0,True,diagnostic_or_sensitivity_only_not_final_ordering,81.1320754716981,81.12812459102211,34.093311036052796,24.99601701506888,34.359418366661046,5,True
SWE,2007,38.2973061041952,3.22486814096095,2.212169,74.7068095737392,39.3,39.3,,3.241776075,31.328465,6.146,2.0,1.0,recovered,recovered,1.7485024,1.2872983,1.9768861,1.7696028,1.8995679,2.1579783,1.8066393,6.0,94.62467512348536,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,5,True,1.0853690080061162,77.83269888083301,6.0,2002.0,2007.0,True,diagnostic_or_sensitivity_only_not_final_ordering,64.84607745779543,63.7482004973171,96.69552068284526,51.2964706259738,42.389657281214824,5,True
SWZ,2007,10.8294930875576,,,,,,,,,,,,,,-1.1658594,-0.0991317999999999,-0.5904897,-0.561879,-0.6670587,0.0810212999999999,-0.5005662166666668,6.0,40.00336300316615,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,,,,,59.42566958296743,1,False
SYR,2007,-4.18105125925176,,,,,,,,,,,,,,-1.6775784,-0.563163499999999,-0.959600799999999,-1.12380749999999,-0.900330099999999,-1.0765041,-1.0501640666666645,6.0,26.99205755653335,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,,,,,68.73546858274052,1,False
TCD,2007,-290.731183642917,,,,,,,,,,,,,,-1.4175753,-1.72178259999999,-1.4351661,-1.20383329999999,-1.5230352,-1.3736274,-1.4458366499999966,6.0,17.624814146450362,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,,,,,246.45881253444384,1,False
THA,2007,46.3873326792832,,,,22.9934668319175,,22.9934668319175,,,,,,,,-0.5186765,-1.0329101,0.1510563,0.1040205,-0.214751499999999,-0.2413121,-0.2920955666666665,6.0,44.93874494435842,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,2,False,,,,,,,,81.03925835956555,,,,37.37208299631547,2,False
TJK,2007,39.3868383272357,,,,,,,,,,,,,,-1.00219749999999,-0.6060932,-1.22678629999999,-1.04843439999999,-1.16434,-1.0629799,-1.0184718833333284,6.0,27.742345567341108,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,,,,,41.71391056837565,1,False
TKM,2007,-256.628846660806,,,,,,,,,,,,,,-1.7359901,0.1474449,-1.47421959999999,-1.96156779999999,-1.4446066,-1.4844913,-1.3255717499999968,6.0,20.471992948930676,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,,,,,225.307953818686,1,False
TTO,2007,-110.394540973968,,,,15.928004235045,,15.928004235045,,,,,,,,0.608901,-0.0722563,0.1300036,0.6166944,0.0428116,-0.0413561999999999,0.2141330166666667,6.0,56.92331643343217,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,2,False,,,,,,,,88.05560651931977,,,,134.61091036967747,2,False
TUN,2007,15.4379651720393,,,,45.7824704950416,,45.7824704950416,,,,,,,,-1.1760633,0.0095281999999999,0.5739597,0.2365949,-0.1480114,-0.114220499999999,-0.1030353999999998,6.0,49.41459865501488,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,2,False,,,,,,,,58.40866882319603,,,,56.56741555757563,2,False
TUR,2007,75.5977950715525,5.10818522274506,8.756181,36.1525737730805,,,,0.682251507,11.290907,10.283,1.0,0.0,recovered,no_negative_growth_in_shock_window,-0.0470796999999999,-0.5833298,0.1916776,0.3245614,0.1250365,0.074927,0.0142988333333333,6.0,52.19239618323754,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,4,False,1.897996869990858,48.31879137338688,6.0,2002.0,2007.0,True,diagnostic_or_sensitivity_only_not_final_ordering,,9.606072503599005,8.128759019125779,-6.60978119375108,19.255249437227206,4,False
TWN,2007,,,,,,,,2.482964339,,,,,,,0.8449736999999999,0.7080719,1.0687537,1.1847067999999998,0.9641672,0.5776909,0.8913940333333334,6.0,72.95694894299733,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,,,70.43849662057603,,,1,False
UGA,2007,8.12518148350457,,,,,,,,,,,,,,-0.466297199999999,-0.728621499999999,-0.450149099999999,-0.3227141,-0.305873399999999,-0.7161406,-0.498299316666666,6.0,40.05703011324852,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,,,,,61.102930372769436,1,False
UKR,2007,40.9975720378261,,,,,,,,,,,,,,0.1177616,0.0450845999999999,-0.795347199999999,-0.3296088,-0.6541274,-0.954175,-0.4284020333333331,6.0,41.71179441652925,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,,,,,40.714905686121476,1,False
URY,2007,67.3864296374718,,,,57.5599818770038,,57.5599818770038,,,,,,,,1.1244649,1.0641961,0.5605234,0.3975364999999999,0.8025188,1.0493699,0.8331016,6.0,71.57692051798168,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,2,False,,,,,,,,46.713026934455016,,,,24.348080179319858,2,False
USA,2007,30.5507287280746,2.00385829909157,2.852673,68.3808297667215,55.81423486742,,55.81423486742,2.615158473,40.270866,4.622,1.0,1.0,recovered,recovered,1.292219,0.4595604,1.5470008,1.5170645,1.560144,1.2346553999999998,1.2684406833333333,6.0,81.88323773903187,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,5,True,0.8249273238389765,87.29170482584055,6.0,2002.0,2007.0,True,diagnostic_or_sensitivity_only_not_final_ordering,48.44663866194638,83.6932338699123,75.01278612171896,77.13898717309793,47.194218437799535,5,True
UZB,2007,-23.1003420094092,,,,,,,,,,,,,,-1.6765853,-1.12814899999999,-1.1645575,-1.4473985,-1.1632483,-1.2191216,-1.2998433666666651,6.0,21.081092591875123,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,,,,,80.46953964856908,1,False
VCT,2007,,,,,43.8571223188117,,43.8571223188117,,,,,,,,1.1471895,0.7700767,0.8152667,0.579344,0.7413339999999999,0.9746953,0.8379843666666668,6.0,71.69251625498218,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,60.32063324844916,,,,,1,False
VEN,2007,-230.357226707121,,,,,,,,,,,,,,-0.796257999999999,-1.2199871,-0.900133099999999,-1.4169013,-1.64523849999999,-1.2819329,-1.210075149999998,6.0,23.20628592450829,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,,,,,209.01384112588252,1,False
VNM,2007,-42.3103522585646,,,,,,,,,,,,,,-1.2005715,0.1530737999999999,-0.4295851,-0.4322833,-0.545440599999999,-0.4258129,-0.4801032666666665,6.0,40.48780757075167,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,,,,,92.38391997157397,1,False
YEM,2007,-135.327237995044,,,,,,,,,,,,,,-0.954718699999999,-1.6075967,-0.8121396,-0.532367199999999,-0.958727799999999,-0.8370202,-0.950428366666666,6.0,29.353223373746285,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,,,,,150.0745999218687,1,False
ZAF,2007,-14.3360040269529,5.3604740546232,6.177805,,,,,0.79364456,,22.3265237641274,1.0,2.0,recovered,recovered,0.6564637999999999,0.1867521,0.3321647,0.6390174,0.1587318,0.3081368,0.3802110999999999,6.0,60.85508703668571,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,3,False,1.0561537668323626,78.893769964101,6.0,2002.0,2007.0,True,diagnostic_or_sensitivity_only_not_final_ordering,,-148.0110425877163,11.983272509400303,,75.03374577610445,3,False
ZMB,2007,8.56569204873407,,,,,,,,,,,,,,-0.1302971,0.2841868999999999,-0.889134499999999,-0.502935599999999,-0.4112994,-0.3472209,-0.332783433333333,6.0,43.97549106486841,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,,,,,60.82971810779021,1,False
ZWE,2007,13.4960638616751,,,,,,,,,,,,,,-1.6147653,-1.4174911,-1.3401672,-1.9323331,-1.8830102,-1.402998,-1.5984608166666667,6.0,14.011554649460251,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,1,False,,,,,,,,,,,,57.77181630808735,1,False
AGO,2019,-488.932842686293,,,,,,,,,,,,,,-0.9382176,-0.420703899999999,-0.911696499999999,-0.9960854,-1.0519682,-0.9647988,-0.8805783999999997,6.0,31.006867491417268,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,1,False,,,,,,,,,,,,175.98552463031137,1,False
ALB,2019,32.2318027280548,,,,74.8082518103115,,74.8082518103115,,,,,,,,0.0967645999999999,0.0043749999999999,0.0266494,0.0917374,-0.291428099999999,-0.5384935,-0.1017325333333332,6.0,49.445443019046216,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,2,False,,,,,,,,62.222587938971586,,,,22.72660841716629,2,False
AND,2019,,,,,38.83800907991,,38.83800907991,,,,,,,,1.0039275,1.5488693999999998,1.8025173,1.3498500999999998,1.6176246,1.1784788,1.41687795,6.0,85.39737560595272,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,1,False,,,,,,,,82.87140695757176,,,,,1,False
ARB,2019,-158.313720421706,,,,,,,,,,,,,,,,,,,,,,,,2019,COVID shock,2019,single_pre_shock_cross_section,1,False,,,,,,,,,,,,78.7603409893012,1,False
ARE,2019,-157.251588097578,,,,,,,,,,,,,,-0.8093064,0.8295526,1.3982082999999998,1.1457173,0.4262682,1.0878297,0.6797116166666667,6.0,67.94553090173059,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,1,False,,,,,,,,,,,,78.44799967777308,1,False
ARG,2019,2.49167707965442,,53.54831,,,,,0.478131767,22.66526985,8.9,,,,,0.5979723,0.0571577,0.2629574,-0.449108299999999,-0.338125599999999,-0.0847054,0.0076913500000003,6.0,52.035969108634674,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,4,False,,,,,,,,,73.9482445520581,3.8626584593172475,15.887978716563467,31.472288817825177,4,False
ARM,2019,74.1707853018448,,,,50.0284206863703,,50.0284206863703,,,,,,,,0.2006866,0.0683699,-0.2531827,0.2583707,-0.247987899999999,-0.0523489,-0.0043487166666665,6.0,51.75092981126873,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,2,False,,,,,,,,76.44751969783565,,,,10.393609483152105,2,False
AUS,2019,-230.540248121,-0.133531904304771,1.610768,68.4392838733405,59.9837867004913,,59.9837867004913,1.789939296,47.129978,5.163,0.0,0.0,no_negative_growth_in_shock_window,no_negative_growth_in_shock_window,1.4944488,0.8454141,1.6666492,1.8466041,1.6342612,1.7864413,1.54563645,6.0,88.44563384122472,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,5,True,0.9696307195675616,92.24083785230054,8.0,2012.0,2019.0,True,diagnostic_or_sensitivity_only_not_final_ordering,70.73261383439076,88.08641041162227,36.31892606143274,72.49028470317627,100.0,5,True
AUT,2019,74.4762818960772,1.75497626702115,1.530895,80.7901806860852,71.0,71.0,,3.14405336,33.773777,4.485,2.0,2.0,recovered,recovered,1.4551242,0.7878107999999999,1.7527564999999998,1.5588698,1.8098146,1.607711,1.4953478166666665,6.0,87.25508921155827,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,5,True,0.9501361599033722,92.49922753283307,8.0,2012.0,2019.0,True,diagnostic_or_sensitivity_only_not_final_ordering,64.40872560275545,90.65148305084746,69.82192665670692,41.588964679838746,10.303772082724377,5,True
AZE,2019,-274.417456496816,,,,,,,,,,,,,,-1.45978869999999,-0.3373117,-0.0555998,-0.1045151,-0.6725504,-0.7550887,-0.5641423999999983,6.0,38.49824586982746,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,1,False,,,,,,,,,,,,112.9029731032303,1,False
BEL,2019,90.9302260794468,2.44289004481559,1.43682,87.7946961242099,97.7,97.7,,3.151540041,40.67009,5.358,1.0,1.0,recovered,recovered,1.4474148,0.3774033,1.1205718999999998,1.2890183,1.4493311,1.4973857,1.1968541833333333,6.0,80.1884825332839,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,5,True,0.7632928674212907,94.97573274688928,8.0,2012.0,2019.0,True,diagnostic_or_sensitivity_only_not_final_ordering,49.08151549942594,87.34866828087166,70.00715941122002,57.54448788543463,5.46515980316359,5,True
BEN,2019,46.0416412011571,,,,,,,,,,,,,,-0.0206192,-0.197976799999999,-0.3133743,-0.4897407,-0.395343799999999,-0.2398967,-0.276158583333333,6.0,45.316040739907656,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,1,False,,,,,,,,,,,,18.66554845063007,1,False
BFA,2019,,,,,47.0623633717549,,47.0623633717549,,,,,,,,-0.1034561,-1.19570659999999,-0.627609,-0.4675262,-0.408522599999999,-0.2008751,-0.5006159333333315,6.0,40.00218599940647,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,1,False,,,,,,,,78.150193242391,,,,,1,False
BGD,2019,30.2974940894337,,,,,,,,,,,,,,-0.989835399999999,-0.996755,-0.5970582,-0.8895369,-0.9419472,-1.1006451,-0.9192962999999996,6.0,30.09025105423108,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,1,False,,,,,,,,,,,,23.29543066592245,1,False
BGR,2019,39.3231832972508,,3.103729,32.4384046426946,20.1,20.1,,0.837301749,28.11508560180664,4.144,,,,,0.1389293,0.5788167,0.0359426,0.4580562999999999,-0.1405825,-0.1252922,0.1576450333333333,6.0,55.58600697122393,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,5,True,,,,,,,,93.62801377726751,91.94158595641646,12.749112297042558,28.496841117990552,20.64124573945459,5,True
BHR,2019,-53.4306266212537,,,,91.3598106259863,,91.3598106259863,,,,,,,,-1.2689416,-0.603362,0.4361988,0.5202512,0.0073826,-0.0835445,-0.1653359166666666,6.0,47.939681946674334,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,2,False,,,,,,,,52.72111904363588,,,,47.91736377207413,2,False
BHS,2019,,,,,56.6924606462303,,56.6924606462303,,,,,,,,0.6241479,0.6927555,0.748057,-0.0039803999999999,0.376965,1.2125503,0.6084158833333334,6.0,66.25765937268133,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,1,False,,,,,,,,72.62200881387469,,,,,1,False
BIH,2019,27.3940966075843,,,,44.0235714265967,,44.0235714265967,,,,,,,,-0.4515923,-0.309193899999999,-0.7937191,-0.3767077,-0.3905029,-0.6387532,-0.4934115166666664,6.0,40.17274501053578,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,2,False,,,,,,,,79.89462030620166,,,,24.149232924612583,2,False
BLR,2019,85.2555351812842,,,,33.2442039424903,,33.2442039424903,,,,,,,,-1.2640856,0.4258145,-0.2387162,-0.5076275,-0.794237099999999,0.0170373999999999,-0.3936357499999998,6.0,42.53485937519707,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,2,False,,,,,,,,86.08254653129144,,,,7.133916470656936,2,False
BOL,2019,-90.7541646516507,,,,,,,,,,,,,,-0.4802862,-0.7539613,-0.4578656,-0.9755809,-1.24490489999999,-0.8232153,-0.7893023666666651,6.0,33.16775722134808,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,1,False,,,,,,,,,,,,58.893098672953634,1,False
BRA,2019,-4.05963612353002,1.22077782269483,3.732976,,92.5652531951269,,92.5652531951269,,18.71954,11.743,1.0,1.0,recovered,recovered,0.2046798,-0.722116299999999,0.0428329,-0.099421,-0.3861785,-0.372764,-0.2221611833333331,6.0,46.59438756154098,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,4,False,2.441254239611867,72.73527641574564,8.0,2012.0,2019.0,True,diagnostic_or_sensitivity_only_not_final_ordering,52.029131346080995,63.19234261501211,,6.759016010739728,33.3988338552282,4,False
BRN,2019,-266.996915982468,,,,,,,,,,,,,,-0.773543499999999,1.0980607,1.0771038,0.8013123,0.2885456999999999,1.1831673,0.61244105,6.0,66.35295209075439,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,1,False,,,,,,,,,,,,110.72081434217212,1,False
BTN,2019,,,,,90.3573525676224,,90.3573525676224,,,,,,,,0.4302342999999999,1.1641112999999998,0.4846393,-0.0695533,0.6618685999999999,1.4640293,0.6892215833333334,6.0,68.1706720318993,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,1,False,,,,,,,,53.29658291181263,,,,,1,False
BWA,2019,33.1862385245429,,,,16.193904309718,,16.193904309718,,,,,,,,0.2359357,1.1539103,0.4033394999999999,0.4296886,0.4519148,0.8223153999999999,0.5828507166666667,6.0,65.6524237585062,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,2,False,,,,,,,,95.87031899556946,,,,22.44593742950077,2,False
CAN,2019,-75.7691761628351,1.9084319151316,1.949269,58.4071909395756,53.3623246913959,,53.3623246913959,1.755776696,59.02025604248047,5.685,1.0,1.0,recovered,recovered,1.5957418,0.9041813,1.8495246,1.6826483,1.682264,1.7955073,1.5849778833333337,6.0,89.37701194943301,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,5,True,0.8694375661675114,93.56884306732184,8.0,2012.0,2019.0,True,diagnostic_or_sensitivity_only_not_final_ordering,74.53368272594955,86.11153147699758,35.47368736362677,100.0,54.48646227604982,5,True
CHE,2019,55.4032199102169,1.11532189907696,0.3628862,81.532669221585,18.9542598066682,,18.9542598066682,3.085606846,44.412537,4.392,1.0,1.0,recovered,recovered,1.6494367,1.2001317,2.0556232,1.767121,1.9141226,2.3009699,1.8145675166666668,6.0,94.81236954168055,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,5,True,0.7629563294248749,94.98019337318084,8.0,2012.0,2019.0,True,diagnostic_or_sensitivity_only_not_final_ordering,94.28572915805499,91.00332929782083,68.37586413849523,66.20312909766103,15.912588479882487,5,True
CHL,2019,69.2258871522885,0.644223402672696,2.557545,30.0463471785988,,,,0.342432533,,7.219,1.0,1.0,recovered,recovered,1.0810035999999998,0.1657238999999999,1.0469727,1.0772532,0.9142445,1.1570367,0.9070391,6.0,73.32733383648431,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,3,False,1.7727013818773154,81.59657732763446,8.0,2012.0,2019.0,True,diagnostic_or_sensitivity_only_not_final_ordering,,80.30796004842614,0.5052370733739068,,11.847755956543185,3,False
CHN,2019,22.2209738878689,6.1101203304619,2.9,,,,,2.201430061,,,0.0,0.0,no_negative_growth_in_shock_window,no_negative_growth_in_shock_window,-1.5025339,-0.138588699999999,0.6706546999999999,-0.0619233999999999,-0.5515574,-0.0496157999999999,-0.2722607499999998,6.0,45.40831893946769,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,2,False,0.5763557769806262,97.45348120136588,8.0,2012.0,2019.0,True,diagnostic_or_sensitivity_only_not_final_ordering,,,46.49988179570892,,25.670493410021848,2,False
CIV,2019,4.60104644318652,,,,,,,,,,,,,,-0.464221999999999,-1.0134615,-0.489134199999999,-0.3160613,-0.599899499999999,-0.5301004,-0.5688131499999995,6.0,38.38766946397931,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,1,False,,,,,,,,,,,,30.85198645197471,1,False
CMR,2019,-31.9033841646908,,,,,,,,,,,,,,-1.25256069999999,-1.6172731,-0.7379684,-0.7732119,-1.18924269999999,-1.1336941,-1.1173251499999963,6.0,25.402070679079685,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,1,False,,,,,,,,,,,,41.58684638763529,1,False
COD,2019,0.613652441820541,,,,,,,,,,,,,,-1.17874029999999,-1.6467983,-1.57826,-1.3641956,-1.649235,-1.5570273,-1.4957094166666651,6.0,16.444114839550465,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,1,False,,,,,,,,,,,,32.024559627344836,1,False
COG,2019,-511.229927007298,,,,,,,,,,,,,,-1.28469679999999,-0.5963817,-0.9420603,-1.2153336,-1.22240669999999,-1.4947169,-1.1259326666666634,6.0,25.198294357016227,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,1,False,,,,,,,,,,,,182.54242945456988,1,False
COL,2019,-181.414112402675,3.18685539245534,3.52302,16.6736545604948,72.7038785770822,,72.7038785770822,0.322012015,23.88907623,10.882,0.0,1.0,no_negative_growth_in_shock_window,recovered,0.0805217999999999,-0.9052968,-0.0738128,0.2323351,-0.452757099999999,-0.272275,-0.2318807999999999,6.0,46.36428312922891,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,5,True,1.254940700861071,88.45921076304654,8.0,2012.0,2019.0,True,diagnostic_or_sensitivity_only_not_final_ordering,63.43060931281159,66.4497578692494,0.0,18.719415035542358,85.55347454172669,5,True
CRI,2019,57.9638106650688,2.41751181741532,2.096046,26.3433205308806,,,,,25.066828,11.754,1.0,1.0,recovered,recovered,1.1972153,0.6261253999999999,0.3043656999999999,0.6689887,0.5808637,0.7249661,0.68375415,6.0,68.04123476225004,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,3,False,0.912521423277606,92.99779020608504,8.0,2012.0,2019.0,True,diagnostic_or_sensitivity_only_not_final_ordering,,63.15072639225181,,21.44429798338226,15.159595414433849,3,False
CUB,2019,52.8136246185072,,,,,,,,,,,,,,-1.1895935,0.6592456999999999,-0.1082032,-1.2243427,-0.7580682,-0.1433557,-0.4607196,6.0,40.94670093737549,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,1,False,,,,,,,,,,,,16.674110911095287,1,False
CYP,2019,,,,,92.3,92.3,,,,7.108,,,,,1.0941113,0.7399068999999999,0.9974556,1.0395499,0.8580536999999999,0.6807343,0.9016352833333332,6.0,73.19940264238011,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,2,False,,,,,,,,52.18140068886338,80.72790556900726,,,,2,False
CZE,2019,41.0173002215024,3.56577658128261,2.847876,53.0856036804544,29.6,29.6,,1.895475121,24.212393,2.014,5.0,2.0,recovered,recovered,0.8885219999999999,1.0363667,0.971418,1.1215213,1.116394,0.6034081,0.9562716833333332,6.0,74.49287729644655,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,5,True,2.1257349119037903,76.91731179857582,8.0,2012.0,2019.0,True,diagnostic_or_sensitivity_only_not_final_ordering,88.17451205510908,100.0,38.93005528739562,19.467450721639157,20.143056681479017,5,True
DEU,2019,69.9240006475155,0.977734697038801,1.445667,81.8901407115718,58.7,58.7,,3.110452381,29.900126,3.136,2.0,2.0,recovered,recovered,1.5336755,0.7271723,1.8881241,1.6651379,1.7076622,1.8768449,1.56643615,6.0,88.93805070547978,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,5,True,0.8773730747187579,93.46366226022792,8.0,2012.0,2019.0,True,diagnostic_or_sensitivity_only_not_final_ordering,71.46957520091848,95.75514527845036,68.99058338263042,32.62676583229808,11.642461682241063,5,True
DNK,2019,43.7676171746969,1.71140093932735,0.7581316,90.2642407043586,38.3,38.3,,2.906057211,40.353836,4.723,7.0,1.0,recovered,recovered,1.7878967,0.8984987,1.9444854,1.9335346,2.0201937,2.1562325,1.7901402666666666,6.0,94.23407322743688,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,5,True,1.0000614903627427,91.83749470018154,8.0,2012.0,2019.0,True,diagnostic_or_sensitivity_only_not_final_ordering,83.18025258323765,89.7510593220339,63.933511985001715,56.81279284261066,19.33427082234978,5,True
DOM,2019,93.9406539141648,,,,,,,,,,,,,,0.0033897999999999,0.0515230999999999,-0.299485699999999,-0.1017681,-0.4801078,-0.802128499999999,-0.271429533333333,6.0,45.4279973533158,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,1,False,,,,,,,,,,,,4.579883122662837,1,False
DZA,2019,-133.352746490554,,,,,,,,,,,,,,-1.0557838,-1.06252749999999,-0.315897,-1.1291834,-0.845730299999999,-0.620545999999999,-0.8382779999999981,6.0,32.008296854568464,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,1,False,,,,,,,,,,,,71.42006599948202,1,False
EAR,2019,-12.5630681287589,,,,,,,,,,,,,,,,,,,,,,,,2019,COVID shock,2019,single_pre_shock_cross_section,1,False,,,,,,,,,,,,35.89943857713413,1,False
