Country,variable,years_available,min_year,max_year,shock_id,window_start,window_end,expected_year_count,coverage_rate_in_window
ITA,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
ITA,gdp_growth,8,2012,2019,2019,2012,2019,8,1.0
ITA,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
ITA,productivity_gdp_per_hour,8,2012,2019,2019,2012,2019,8,1.0
ITA,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
ITA,rd_gdp,8,2012,2019,2019,2012,2019,8,1.0
ITA,tertiary_education_25_64,8,2012,2019,2019,2012,2019,8,1.0
ITA,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
JAM,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
JAM,public_debt_gdp_canonical,7,2012,2019,2019,2012,2019,8,0.875
JOR,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
JOR,public_debt_gdp_canonical,7,2012,2019,2019,2012,2019,8,0.875
JPN,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
JPN,gdp_growth,8,2012,2019,2019,2012,2019,8,1.0
JPN,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
JPN,productivity_gdp_per_hour,8,2012,2019,2019,2012,2019,8,1.0
JPN,rd_gdp,8,2012,2019,2019,2012,2019,8,1.0
JPN,tertiary_education_25_64,8,2012,2019,2019,2012,2019,8,1.0
JPN,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
KAZ,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
KAZ,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
KEN,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
KGZ,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
KGZ,public_debt_gdp_canonical,6,2014,2019,2019,2012,2019,8,0.75
KNA,public_debt_gdp_canonical,3,2012,2014,2019,2012,2019,8,0.375
KOR,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
KOR,gdp_growth,8,2012,2019,2019,2012,2019,8,1.0
KOR,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
KOR,productivity_gdp_per_hour,8,2012,2019,2019,2012,2019,8,1.0
KOR,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
KOR,rd_gdp,8,2012,2019,2019,2012,2019,8,1.0
KOR,tertiary_education_25_64,8,2012,2019,2019,2012,2019,8,1.0
KOR,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
KWT,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
LAC,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
LAC,public_debt_gdp_canonical,1,2019,2019,2019,2012,2019,8,0.125
LAO,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
LBN,energy_import_dependency_raw,4,2013,2019,2019,2012,2019,8,0.5
LBY,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
LDC,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
LKA,energy_import_dependency_raw,5,2013,2018,2019,2012,2019,8,0.625
LKA,public_debt_gdp_canonical,4,2012,2015,2019,2012,2019,8,0.5
LSO,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
LTU,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
LTU,gdp_growth,8,2012,2019,2019,2012,2019,8,1.0
LTU,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
LTU,productivity_gdp_per_hour,8,2012,2019,2019,2012,2019,8,1.0
LTU,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
LTU,rd_gdp,8,2012,2019,2019,2012,2019,8,1.0
LTU,tertiary_education_25_64,8,2012,2019,2019,2012,2019,8,1.0
LTU,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
LUX,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
LUX,gdp_growth,8,2012,2019,2019,2012,2019,8,1.0
LUX,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
LUX,productivity_gdp_per_hour,8,2012,2019,2019,2012,2019,8,1.0
LUX,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
LUX,rd_gdp,8,2012,2019,2019,2012,2019,8,1.0
LUX,tertiary_education_25_64,8,2012,2019,2019,2012,2019,8,1.0
LUX,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
LVA,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
LVA,gdp_growth,8,2012,2019,2019,2012,2019,8,1.0
LVA,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
LVA,productivity_gdp_per_hour,8,2012,2019,2019,2012,2019,8,1.0
LVA,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
LVA,rd_gdp,8,2012,2019,2019,2012,2019,8,1.0
LVA,tertiary_education_25_64,8,2012,2019,2019,2012,2019,8,1.0
LVA,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
MAR,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
MDA,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
MDA,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
MDG,energy_import_dependency_raw,1,2017,2017,2019,2012,2019,8,0.125
MEX,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
MEX,gdp_growth,8,2012,2019,2019,2012,2019,8,1.0
MEX,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
MEX,productivity_gdp_per_hour,8,2012,2019,2019,2012,2019,8,1.0
MEX,public_debt_gdp_canonical,1,2019,2019,2019,2012,2019,8,0.125
MEX,rd_gdp,6,2012,2017,2019,2012,2019,8,0.75
MEX,tertiary_education_25_64,8,2012,2019,2019,2012,2019,8,1.0
MEX,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
MHL,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
MKD,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
MKD,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
MLT,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
MLT,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
MLT,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
MMR,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
MNE,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
MNG,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
MNG,public_debt_gdp_canonical,2,2018,2019,2019,2012,2019,8,0.25
MOZ,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
MOZ,public_debt_gdp_canonical,4,2016,2019,2019,2012,2019,8,0.5
MUS,public_debt_gdp_canonical,4,2012,2019,2019,2012,2019,8,0.5
MWI,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
MYS,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
MYS,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
NAM,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
NAM,public_debt_gdp_canonical,3,2012,2015,2019,2012,2019,8,0.375
NER,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
NGA,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
NIC,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
NLD,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
NLD,gdp_growth,8,2012,2019,2019,2012,2019,8,1.0
NLD,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
NLD,productivity_gdp_per_hour,8,2012,2019,2019,2012,2019,8,1.0
NLD,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
NLD,rd_gdp,8,2012,2019,2019,2012,2019,8,1.0
NLD,tertiary_education_25_64,8,2012,2019,2019,2012,2019,8,1.0
NLD,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
NOR,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
NOR,gdp_growth,8,2012,2019,2019,2012,2019,8,1.0
NOR,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
NOR,productivity_gdp_per_hour,8,2012,2019,2019,2012,2019,8,1.0
NOR,rd_gdp,8,2012,2019,2019,2012,2019,8,1.0
NOR,tertiary_education_25_64,8,2012,2019,2019,2012,2019,8,1.0
NOR,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
NPL,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
NPL,public_debt_gdp_canonical,1,2019,2019,2019,2012,2019,8,0.125
NZL,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
NZL,gdp_growth,8,2012,2019,2019,2012,2019,8,1.0
NZL,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
NZL,productivity_gdp_per_hour,8,2012,2019,2019,2012,2019,8,1.0
NZL,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
NZL,rd_gdp,4,2013,2019,2019,2012,2019,8,0.5
NZL,tertiary_education_25_64,6,2014,2019,2019,2012,2019,8,0.75
NZL,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
OMN,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
OSS,energy_import_dependency_raw,1,2016,2016,2019,2012,2019,8,0.125
PAK,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
PAN,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
PER,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
PER,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
PER,tertiary_education_25_64,1,2016,2016,2019,2012,2019,8,0.125
PER,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
PHL,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
PHL,public_debt_gdp_canonical,3,2012,2014,2019,2012,2019,8,0.375
PLW,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
PNG,public_debt_gdp_canonical,6,2014,2019,2019,2012,2019,8,0.75
POL,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
POL,gdp_growth,8,2012,2019,2019,2012,2019,8,1.0
POL,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
POL,productivity_gdp_per_hour,8,2012,2019,2019,2012,2019,8,1.0
POL,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
POL,rd_gdp,8,2012,2019,2019,2012,2019,8,1.0
POL,tertiary_education_25_64,8,2012,2019,2019,2012,2019,8,1.0
POL,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
PRK,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
PRT,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
PRT,gdp_growth,8,2012,2019,2019,2012,2019,8,1.0
PRT,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
PRT,productivity_gdp_per_hour,8,2012,2019,2019,2012,2019,8,1.0
PRT,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
PRT,rd_gdp,8,2012,2019,2019,2012,2019,8,1.0
PRT,tertiary_education_25_64,8,2012,2019,2019,2012,2019,8,1.0
PRT,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
PRY,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
QAT,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
ROU,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
ROU,productivity_gdp_per_hour,8,2012,2019,2019,2012,2019,8,1.0
ROU,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
ROU,rd_gdp,8,2012,2019,2019,2012,2019,8,1.0
ROU,tertiary_education_25_64,2,2015,2019,2019,2012,2019,8,0.25
ROU,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
RUS,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
RUS,gdp_growth,8,2012,2019,2019,2012,2019,8,1.0
RUS,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
RUS,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
RUS,rd_gdp,8,2012,2019,2019,2012,2019,8,1.0
RUS,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
RWA,energy_import_dependency_raw,7,2012,2019,2019,2012,2019,8,0.875
SAU,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
SAU,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
SDN,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
SEN,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
SGP,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
SGP,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
SGP,rd_gdp,8,2012,2019,2019,2012,2019,8,1.0
SLB,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
SLV,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
SLV,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
SMR,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
SRB,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
SSD,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
SST,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
SUR,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
SVK,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
SVK,gdp_growth,8,2012,2019,2019,2012,2019,8,1.0
SVK,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
SVK,productivity_gdp_per_hour,8,2012,2019,2019,2012,2019,8,1.0
SVK,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
SVK,rd_gdp,8,2012,2019,2019,2012,2019,8,1.0
SVK,tertiary_education_25_64,8,2012,2019,2019,2012,2019,8,1.0
SVK,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
SVN,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
SVN,gdp_growth,8,2012,2019,2019,2012,2019,8,1.0
SVN,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
SVN,productivity_gdp_per_hour,8,2012,2019,2019,2012,2019,8,1.0
SVN,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
SVN,rd_gdp,8,2012,2019,2019,2012,2019,8,1.0
SVN,tertiary_education_25_64,8,2012,2019,2019,2012,2019,8,1.0
SVN,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
SWE,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
SWE,gdp_growth,8,2012,2019,2019,2012,2019,8,1.0
SWE,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
SWE,productivity_gdp_per_hour,8,2012,2019,2019,2012,2019,8,1.0
SWE,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
SWE,rd_gdp,8,2012,2019,2019,2012,2019,8,1.0
SWE,tertiary_education_25_64,8,2012,2019,2019,2012,2019,8,1.0
SWE,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
SWZ,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
SWZ,public_debt_gdp_canonical,7,2012,2019,2019,2012,2019,8,0.875
SYR,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
TCD,energy_import_dependency_raw,5,2012,2019,2019,2012,2019,8,0.625
TGO,energy_import_dependency_raw,2,2017,2018,2019,2012,2019,8,0.25
THA,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
THA,public_debt_gdp_canonical,7,2012,2019,2019,2012,2019,8,0.875
THA,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
TJK,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
TKM,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
TON,public_debt_gdp_canonical,7,2013,2019,2019,2012,2019,8,0.875
TTO,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
TUN,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
TUN,public_debt_gdp_canonical,1,2012,2012,2019,2012,2019,8,0.125
TUR,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
TUR,gdp_growth,8,2012,2019,2019,2012,2019,8,1.0
TUR,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
TUR,productivity_gdp_per_hour,8,2012,2019,2019,2012,2019,8,1.0
TUR,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
TUR,rd_gdp,8,2012,2019,2019,2012,2019,8,1.0
TUR,tertiary_education_25_64,8,2012,2019,2019,2012,2019,8,1.0
TUR,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
TWN,rd_gdp,8,2012,2019,2019,2012,2019,8,1.0
TZA,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
UGA,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
UGA,public_debt_gdp_canonical,2,2018,2019,2019,2012,2019,8,0.25
UKR,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
UKR,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
URY,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
URY,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
USA,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
USA,gdp_growth,8,2012,2019,2019,2012,2019,8,1.0
USA,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
USA,productivity_gdp_per_hour,8,2012,2019,2019,2012,2019,8,1.0
USA,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
USA,rd_gdp,8,2012,2019,2019,2012,2019,8,1.0
USA,tertiary_education_25_64,8,2012,2019,2019,2012,2019,8,1.0
USA,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
UZB,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
VEN,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
VNM,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
YEM,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
ZAF,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
ZAF,gdp_growth,8,2012,2019,2019,2012,2019,8,1.0
ZAF,inflation_cpi,8,2012,2019,2019,2012,2019,8,1.0
ZAF,public_debt_gdp_canonical,5,2015,2019,2019,2012,2019,8,0.625
ZAF,rd_gdp,8,2012,2019,2019,2012,2019,8,1.0
ZAF,tertiary_education_25_64,8,2012,2019,2019,2012,2019,8,1.0
ZAF,unemployment_rate,8,2012,2019,2019,2012,2019,8,1.0
ZMB,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
ZMB,public_debt_gdp_canonical,8,2012,2019,2019,2012,2019,8,1.0
ZWE,energy_import_dependency_raw,8,2012,2019,2019,2012,2019,8,1.0
